FISCAL_YEAR,ATS SYSTEM CODE,LOCATION_CODE,LOCATION_NAME,BEDS NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Location 1
2013,08X467      ,X467,MOTT HALL COMMUNITY SCHOOL,320800010467,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2009 12:00:00 AM,Open,X192,650 HOLLYWOOD AVENUE,NY,1034596,240553,210,13,15800,2054380001,BX52,Schuylerville-Throgs Neck-Edgewater Park                                   ,Jennie Garrison,I.A. PRINCIPAL,718-829-3254,718-829-3859,8,NULL,COMMUNITY SCHOOL DISTRICT 08,"BEHR, TIMOTHY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"650 HOLLYWOOD AVENUE
BRONX, NY 10465
(40.826794, -73.818083)"
2013,08X519      ,X519,Felisa Rincon de Gautier Institute for Law and Pub,320800011519,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",09/08/2004 12:00:00 AM,Open,X972,1440 STORY AVENUE,NY,1017135,238225,209,17,2800,2036220018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Ms. Grismaldy Laboy-Wilson,PRINCIPAL,718-860-5110,718-860-5081,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","1440 STORY AVENUE
BRONX, NY 10473
(40.820486, -73.881187)"
2013,08X530      ,X530,Banana Kelly High School,320800011530,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",04/29/1997 12:00:00 AM,Open,X039,965 LONGWOOD AVENUE,NY,1012517,237219,202,17,8700,2027100001,BX33,Longwood                                                                   ,Charlette Pope,PRINCIPAL,718-860-1242,718-860-1934,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","965 LONGWOOD AVENUE
BRONX, NY 10459
(40.817741, -73.897876)"
2013,08X537      ,X537,Bronx Arena High School,320800011537,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",07/01/2011 12:00:00 AM,Open,X972,1440 STORY AVENUE,NY,1017135,238225,209,17,2800,2036220018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Ty Cesene,PRINCIPAL,718-860-5056,718-860-5058,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","1440 STORY AVENUE
BRONX, NY 10473
(40.820486, -73.881187)"
2013,08X540      ,X540,School for Community Research and Learning,320800011540,DOE,General Academic,High school,"10,11,12,SE","09,10,11,12",07/01/2003 12:00:00 AM,Open,X450,1980 LAFAYETTE AVENUE,NY,1024125,238502,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Jacqueline Boswell,PRINCIPAL,718-892-2054,718-892-3580,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","1980 LAFAYETTE AVENUE
BRONX, NY 10473
(40.821218, -73.85593)"
2013,08X558      ,X558,Westchester Square Academy,320800011558,DOE,General Academic,High school,"09,SE","09,10,11,12",07/01/2012 12:00:00 AM,Open,X405,3000 EAST TREMONT AVENUE,NY,1028637,245271,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park                                   ,Sara Dingledy,I.A. PRINCIPAL,718-904-5050,718-904-5055,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","3000 EAST TREMONT AVENUE
BRONX, NY 10461
(40.839775, -73.839583)"
2013,08X559      ,X559,School for Tourism and Hospitality,320800011559,DOE,General Academic,High school,"09,SE","09,10,11,12",07/01/2012 12:00:00 AM,Open,X650,900 TINTON AVENUE,NY,1011127,238668,203,17,13300,2026680001,BX35,Morrisania-Melrose                                                         ,Brian Condon,I.A. PRINCIPAL,718-401-4214,718-401-4219,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","900 TINTON AVENUE
BRONX, NY 10456
(40.821723, -73.902892)"
2013,08X560      ,X560,Bronx Academy High School,320800011560,DOE,Transfer School,High school,12,"09,10,11,12",07/01/2003 12:00:00 AM,Open,X972,1440 STORY AVENUE,NY,1017135,238225,209,17,2800,2036220018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Gary Eisinger,PRINCIPAL,718-860-5060,718-860-5063,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","1440 STORY AVENUE
BRONX, NY 10473
(40.820486, -73.881187)"
2013,08X561      ,X561,Bronx Compass High School,320800011561,DOE,General Academic,High school,"09,SE","09,10,11,12",07/01/2012 12:00:00 AM,Open,X450,1980 LAFAYETTE AVENUE,NY,1024125,238502,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Stacy Mccoy,I.A. PRINCIPAL,718-828-1206,718-828-3732,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","1980 LAFAYETTE AVENUE
BRONX, NY 10473
(40.821218, -73.85593)"
2013,08X562      ,X562,Blueprint Middle School,320800010562,DOE,General Academic,Junior High-Intermediate-Middle,"06,SE","06,07,08",07/01/2012 12:00:00 AM,Open,X125,1111 PUGSLEY AVENUE,NY,1023580,241392,209,18,4001,2037900040,BX55,Soundview-Bruckner                                                         ,TYNEKA HARRINGTON,I.A. PRINCIPAL,718-822-2780,718-822-2279,8,NULL,COMMUNITY SCHOOL DISTRICT 08,"BEHR, TIMOTHY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1111 PUGSLEY AVENUE
BRONX, NY 10472
(40.829153, -73.857882)"
2013,08X650      ,X650,Jane Addams High School for Academic Careers,320800011650,DOE,Career Technical,High school,"09,10,11,12,SE",,07/01/1937 12:00:00 AM,Open,X650,900 TINTON AVENUE,NY,1011127,238668,203,17,13300,2026680001,BX35,Morrisania-Melrose                                                         ,"DIBARTOLOMEO, JOEL",PRINCIPAL,718-292-4513,718-292-1947,8,NULL,COMMUNITY SCHOOL DISTRICT 08,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","900 TINTON AVENUE
BRONX, NY 10456
(40.821723, -73.902892)"
2013,09X004      ,X004,P.S./M.S. 004 Crotona Park West,320900010004,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",07/01/1897 12:00:00 AM,Open,X004,1701 FULTON AVENUE,NY,1012488,245969,203,15,16500,2029300075,BX01,Claremont-Bathgate                                                         ,VINCENT RESTO,PRINCIPAL,718-583-6655,718-583-6668,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1701 FULTON AVENUE
BRONX, NY 10457
(40.841758, -73.897943)"
2013,09X011      ,X011,P.S. 011 Highbridge,320900010011,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04",07/01/1890 12:00:00 AM,Open,X011,1257 OGDEN AVENUE,NY,1004756,245209,204,16,20100,2025290081,BX26,Highbridge                                                                 ,JOAN KONG,PRINCIPAL,718-681-7553,718-681-7711,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1257 OGDEN AVENUE
BRONX, NY 10452
(40.839693, -73.92589)"
2013,09X022      ,X022,J.H.S. 022 Jordan L. Mott,320900010022,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",07/01/1949 12:00:00 AM,Open,X022,270 EAST 167 STREET,NY,1007952,242417,204,16,17500,2024380050,BX14,East Concourse-Concourse Village                                           ,Edgar Lin,I.A. PRINCIPAL,718-681-6850,718-681-6895,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"270 EAST 167 STREET
BRONX, NY 10456
(40.832022, -73.91435)"
2013,09X028      ,X028,P.S. 028 Mount Hope,320900010028,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1897 12:00:00 AM,Open,X028,1861 ANTHONY AVENUE,NY,1010859,248367,205,15,23302,2028040031,BX41,Mount Hope                                                                 ,Stephen Beckles,PRINCIPAL,718-583-6444,718-583-6537,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1861 ANTHONY AVENUE
BRONX, NY 10457
(40.848344, -73.903821)"
2013,09X035      ,X035,P.S. 035 Franz Siegel,320900010035,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1903 12:00:00 AM,Open,X035,261 EAST 163 STREET,NY,1007025,240954,204,16,18302,2024460043,BX14,East Concourse-Concourse Village                                           ,GRACIELA NAVARRO,PRINCIPAL,718-681-7214,718-681-7264,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"261 EAST 163 STREET
BRONX, NY 10451
(40.828009, -73.917705)"
2013,09X042      ,X042,P.S. 042 Claremont,320900010042,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1906 12:00:00 AM,Open,X042,1537 WASHINGTON AVENUE,NY,1011023,244830,203,16,16900,2029030023,BX01,Claremont-Bathgate                                                         ,LUCIA ORDUZ CASTILLO,I.A. PRINCIPAL,718-583-7366,718-583-7345,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1537 WASHINGTON AVENUE
BRONX, NY 10457
(40.838636, -73.903243)"
2013,09X053      ,X053,P.S. 053 Basheer Quisim,320900010053,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1914 12:00:00 AM,Open,X053,360 EAST 168 STREET,NY,1008628,242646,204,16,17500,2024350075,BX14,East Concourse-Concourse Village                                           ,DR. COLLIN WOLFE,PRINCIPAL,718-681-7276,718-681-7298,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"360 EAST 168 STREET
BRONX, NY 10456
(40.832648, -73.911906)"
2013,09X055      ,X055,P.S. 055 Benjamin Franklin,320900010055,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1916 12:00:00 AM,Open,X055,450 SAINT PAUL'S PLACE,NY,1010546,243845,203,16,14702,2029020001,BX01,Claremont-Bathgate                                                         ,LUIS TORRES,PRINCIPAL,718-681-6227,718-681-6247,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"450 SAINT PAUL'S PLACE
BRONX, NY 10456
(40.835934, -73.90497)"
2013,09X058      ,X058,P.S. 058,320900010058,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",07/01/1890 12:00:00 AM,Open,X058,459 EAST 176 STREET,NY,1012242,247654,206,15,39500,2029090032,BX01,Claremont-Bathgate                                                         ,VELMA GUNN,PRINCIPAL,718-583-6866,718-583-6895,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459 EAST 176 STREET
BRONX, NY 10457
(40.846383, -73.898826)"
2013,09X063      ,X063,P.S. 063 Author's Academy,320900010063,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1924 12:00:00 AM,Open,X063,1260 FRANKLIN AVENUE,NY,1011409,242023,203,16,14900,2026150014,BX35,Morrisania-Melrose                                                         ,Reinaldo Diaz-Lens,PRINCIPAL,718-589-3058,718-589-4917,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1260 FRANKLIN AVENUE
BRONX, NY 10456
(40.83093, -73.901859)"
2013,09X064      ,X064,P.S. 064 Pura Belpre,320900010064,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1924 12:00:00 AM,Open,X064,1425 WALTON AVENUE,NY,1007526,245469,204,16,22300,2028430040,BX63,West Concourse                                                             ,Tara Obrien,PRINCIPAL,718-681-8088,718-537-6015,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1425 WALTON AVENUE
BRONX, NY 10452
(40.8404, -73.915879)"
2013,09X070      ,X070,P.S. 070 Max Schoenfeld,320900010070,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1925 12:00:00 AM,Open,X070,1691 WEEKS AVENUE,NY,1009685,246869,204,15,22902,2027930028,BX41,Mount Hope                                                                 ,KERRY CASTELLANO,PRINCIPAL,718-583-6000,718-583-6006,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1691 WEEKS AVENUE
BRONX, NY 10457
(40.844236, -73.90807)"
2013,09X073      ,X073,P.S. 073 Bronx,320900010073,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1926 12:00:00 AM,Open,X073,1020 ANDERSON AVENUE,NY,1004613,242628,204,8,18900,2025040082,BX26,Highbridge                                                                 ,VIVIAN BUENO,I.A. PRINCIPAL,718-681-6776,718-681-6749,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1020 ANDERSON AVENUE
BRONX, NY 10452
(40.832609, -73.926415)"
2013,09X088      ,X088,P.S. X088 - S. Silverstein Little Sparrow School,320900010088,DOE,General Academic,Elementary,"0K,01,02,03,SE","0K,01,02,03",07/01/1924 12:00:00 AM,Open,X088,1340 SHERIDAN AVENUE,NY,1008179,244238,204,16,17902,2028300017,BX14,East Concourse-Concourse Village                                           ,MELINDA HYER,PRINCIPAL,718-681-6220,718-681-6224,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1340 SHERIDAN AVENUE
BRONX, NY 10456
(40.837019, -73.913523)"
2013,09X109      ,X109,P.S. 109 Sedgwick,320900010109,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1953 12:00:00 AM,Open,X109,1771 POPHAM AVENUE,NY,1006661,249571,205,14,20502,2028770393,BX36,University Heights-Morris Heights                                          ,Josette Claudio,PRINCIPAL,718-583-8878,718-583-7618,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1771 POPHAM AVENUE
BRONX, NY 10453
(40.851661, -73.918991)"
2013,09X110      ,X110,P.S. 110 Theodore Schoenfeld,320900010110,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1964 12:00:00 AM,Open,X110,580 CROTONA PARK SOUTH,NY,1011741,243313,203,16,14900,2029320001,BX35,Morrisania-Melrose                                                         ,DAISY PEREZ,PRINCIPAL,718-861-0759,718-861-2750,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"580 CROTONA PARK SOUTH
BRONX, NY 10456
(40.83447, -73.900654)"
2013,09X114      ,X114,P.S. X114 - Luis Llorens Torres Schools,320900010114,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04",07/01/1941 12:00:00 AM,Open,X114,1155 CROMWELL AVENUE,NY,1005475,243492,204,16,6300,2024950100,BX63,West Concourse                                                             ,Olivia Francis-Webber,PRINCIPAL,718-681-7507,718-681-7519,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1155 CROMWELL AVENUE
BRONX, NY 10452
(40.834979, -73.923297)"
2013,09X117      ,X117,I.S. 117 Joseph H. Wade,320900010117,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1938 12:00:00 AM,Open,X117,1865 MORRIS AVENUE,NY,1009420,248441,205,14,23301,2028270001,BX41,Mount Hope                                                                 ,DELISE JONES,PRINCIPAL,718-583-7750,718-583-7658,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1865 MORRIS AVENUE
BRONX, NY 10453
(40.848552, -73.909022)"
2013,09X126      ,X126,P.S. 126 Dr Marjorie H Dunbar,320900010126,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05,06",07/01/1971 12:00:00 AM,Open,X126,175 WEST 166 STREET,NY,1004118,243814,204,16,19900,2025260083,BX26,Highbridge                                                                 ,Nadine Kee-Foster,PRINCIPAL,718-681-6120,718-681-6131,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"175 WEST 166 STREET
BRONX, NY 10452
(40.835866, -73.9282)"
2013,09X128      ,X128,Mott Hall III,320900010128,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2001 12:00:00 AM,Open,X110,580 CROTONA PARK SOUTH,NY,1011741,243313,203,16,14900,2029320001,BX35,Morrisania-Melrose                                                         ,JORISIS STUPART,PRINCIPAL,718-842-6138,718-842-6348,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"580 CROTONA PARK SOUTH
BRONX, NY 10456
(40.83447, -73.900654)"
2013,09X132      ,X132,P.S. 132 Garret A. Morgan,320900010132,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1960 12:00:00 AM,Open,X132,1245 WASHINGTON AVENUE,NY,1009949,242475,203,16,14500,2023900001,BX01,Claremont-Bathgate                                                         ,ANISSA CHALMERS,PRINCIPAL,718-681-6455,718-681-6466,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1245 WASHINGTON AVENUE
BRONX, NY 10456
(40.832175, -73.907133)"
2013,09X145      ,X145,J.H.S. 145 Arturo Toscanini,320900010145,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","05,06,07,08",07/01/1965 12:00:00 AM,Open,X145,1000 TELLER AVENUE,NY,1008032,240747,204,16,17300,2024240001,BX14,East Concourse-Concourse Village                                           ,ROBERT HANNIBAL,PRINCIPAL,718-681-7219,718-681-6913,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1000 TELLER AVENUE
BRONX, NY 10456
(40.827438, -73.914067)"
2013,09X163      ,X163,P.S. 163 Arthur A. Schomburg,320900010163,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1975 12:00:00 AM,Open,X163,2075 WEBSTER AVENUE,NY,1012190,249591,205,15,37900,2031420048,BX41,Mount Hope                                                                 ,DILSIA MARTINEZ,PRINCIPAL,718-584-3045,718-584-3276,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2075 WEBSTER AVENUE
BRONX, NY 10457
(40.8517, -73.899005)"
2013,09X170      ,X170,P.S. 170,320900010170,DOE,General Academic,Early Childhood,"0K,01,02,SE","0K,01,02",07/01/1993 12:00:00 AM,Open,X170,1598 TOWNSEND AVENUE,NY,1008251,246915,204,14,22702,2028470041,BX41,Mount Hope                                                                 ,NANCY RAMOS,PRINCIPAL,718-583-0662,718-583-0685,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1598 TOWNSEND AVENUE
BRONX, NY 10452
(40.844367, -73.913253)"
2013,09X199      ,X199,P.S. 199X - The Shakespeare School,320900010199,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",08/21/2000 12:00:00 AM,Open,X104,1449 SHAKESPEARE AVENUE,NY,1006156,246580,204,16,21302,2028730027,BX26,Highbridge                                                                 ,LILIA NAVARRETE,PRINCIPAL,718-681-7172,718-681-7176,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1449 SHAKESPEARE AVENUE
BRONX, NY 10452
(40.843453, -73.920826)"
2013,09X204      ,X204,P.S. 204 Morris Heights,320900010204,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",08/26/1991 12:00:00 AM,Open,X338,1780 DR. MARTIN LUTHER KING JR. BLVD,NY,1007706,248754,205,14,21502,2028660070,BX36,University Heights-Morris Heights                                          ,Marcy Glattstein,PRINCIPAL,718-960-9520,718-960-9529,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1780 DR. MARTIN LUTHER KING JR. BLVD
BRONX, NY 10453
(40.849416, -73.915217)"
2013,09X215      ,X215,Kappa,320900010215,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","05,06,07,08",07/01/2000 12:00:00 AM,Open,X148,3630 THIRD AVENUE,NY,1010829,242956,203,16,14701,2029250001,BX01,Claremont-Bathgate                                                         ,SHERI WARREN,PRINCIPAL,718-590-5455,718-681-4266,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3630 THIRD AVENUE
BRONX, NY 10456
(40.833493, -73.903951)"
2013,09X218      ,X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,320900010218,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",07/01/1999 12:00:00 AM,Open,X235,1220 GERARD AVENUE,NY,1006506,243749,204,16,19700,2024800008,BX63,West Concourse                                                             ,Leticia Rosario,PRINCIPAL,718-410-7230,718-410-8933,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1220 GERARD AVENUE
BRONX, NY 10452
(40.835681, -73.919571)"
2013,09X219      ,X219,I.S. 219 New Venture School,320900010219,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1999 12:00:00 AM,Open,X148,3630 THIRD AVENUE,NY,1010829,242956,203,16,14701,2029250001,BX01,Claremont-Bathgate                                                         ,DOMINIC CIPOLLONE,PRINCIPAL,718-681-7093,718-681-7324,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3630 THIRD AVENUE
BRONX, NY 10456
(40.833493, -73.903951)"
2013,09X227      ,X227,Bronx Collegiate Academy,320900011227,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",09/08/2004 12:00:00 AM,Open,X410,240 EAST 172 STREET,NY,1008775,245072,204,16,22500,2028170002,BX14,East Concourse-Concourse Village                                           ,Darryl White,PRINCIPAL,718-410-4077,718-340-3659,9,NULL,COMMUNITY SCHOOL DISTRICT 09,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","240 EAST 172 STREET
BRONX, NY 10457
(40.839307, -73.911366)"
2013,09X229      ,X229,I.S. 229 Roland Patterson,320900010229,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",07/01/1977 12:00:00 AM,Open,X229,275 HARLEM RIVER PARK BRIDGE,NY,1005976,249889,205,16,5300,2028820130,BX36,University Heights-Morris Heights                                          ,EZRA MATTHIAS,PRINCIPAL,718-583-6266,718-583-6325,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"275 HARLEM RIVER PARK BRIDGE
BRONX, NY 10453
(40.8524, -73.9216)"
2013,09X230      ,X230,P.S. 230 Dr Roland N. Patterson,320900010230,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04",05/18/1992 12:00:00 AM,Open,X229,275 HARLEM RIVER PARK BRIDGE,NY,1005976,249889,205,16,5300,2028820130,BX36,University Heights-Morris Heights                                          ,ROWENA PENN,PRINCIPAL,718-583-6116,718-583-6222,9,NULL,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"275 HARLEM RIVER PARK BRIDGE
BRONX, NY 10453
(40.8524, -73.9216)"
2013,09X231      ,X231,Eagle Academy for Young Men,320900011231,DOE,General Academic,High school,"06,07,09,10,11,12,SE","09,10,11,12",09/08/2004 12:00:00 AM,Open,X465,4143 THIRD AVENUE,NY,1012615,247284,206,15,39500,2029230018,BX01,Claremont-Bathgate                                                         ,JONATHAN FOY,PRINCIPAL,718-466-8000,718-466-8090,9,NULL,COMMUNITY SCHOOL DISTRICT 09,NULL,NULL,NULL,NULL,NULL,HS06,HS Network 06,"STAPLE, CARRON","4143 THIRD AVENUE
BRONX, NY 10457
(40.845366, -73.897479)"
